no,Tgl_Iklan,url,harga_juta,Kota,LT,LB,KT,KM,KTP,KMP,carport,garasi,listrik,surat,judul,deskripsi
156,19/03/2021,https://www.rumah123.com/properti/makassar/hos8054712/,3992,Makassar,250,204,4,4,1,1,1,0,3500,HGB,"Rumah Mewah 2 Lantai Di Kawasan Citraland Celebes Hertasning Makassar
","Type Vianca,Rumah Exclusive Di Citraland Celebes Hertasing Baru Makassar,Launching tipe cluster terdepan dan terbaru Citraland Celebes Hertasning,Hunian yg sangat cocok untuk anda, lingkungan Aman nyaman, Kolam renang Pribadi,Luas Bangunan Standar 204M2,Luas Tanah (1025) 250M2,4+1 Kamar Tidur,4+1 Kamar Mandi,3 Ruang Tamu, Mulai 3.992M-an,DP ringan 15%,Cash lunak 24x,ree biaya Bphtb Ajb Bbn dan Ppn,Privat Garden Tiap Unit,Unit di Cluster Terdepan,Swimming Pool Optional
"
157,19/03/2021,https://www.rumah123.com/properti/makassar/hos8054169/,400,Makassar,91,60,2,2,0,0,0,0,2200,SHM,Rumah Minimais,rumah Dijual Makassar Rumah 1 lantai
158,19/03/2021,https://www.rumah123.com/properti/makassar/hos8053827/,1800,Makassar,135,160,4,4,0,0,1,0,1300,SHM,Rumah Minimalis,Rumah Dijual Makassar Rumah 2 lantai
159,19/03/2021,https://www.rumah123.com/properti/makassar/hos8052270/,5074,Makassar,144,184,5,4,0,0,1,0,3500,HGB,Rumah Mewah Citraland Losari,"Rumah Dijual Makassar Rumah 2 lantai type Sapphire posisi hoek,Kamar Tidur ada 2 di Lantai 1 ( kamar tamu & kamar Art ),Kamar Tidur ada 3 di lantai 2,Kamar mandi 2 ada di lantai 1,Kamar mandi ada 2 di lantai 2"
160,19/03/2021,https://www.rumah123.com/properti/makassar/hos8052261/,6356,Makassar,210,151,5,4,0,0,1,0,2200,HGB,Rumah Mewah Citraland Losari di Hoek,"Rumah Dijual Makassar Rumah 2 lantai type Sapphire posisi hoek,Kamar Tidur ada 2 di Lantai 1 ( kamar tamu & kamar Art ),Kamar Tidur ada 3 di lantai 2,Kamar mandi 2 ada di lantai 1,Kamar mandi ada 2 di lantai 2"
161,19/03/2021,https://www.rumah123.com/properti/makassar/hos8051935/,3500,Makassar,217,217,5,4,0,0,1,1,2200,SHM,Rumah Mewah Tengah Kota Makassar,RUMAH SECOND CANTIK TENGAH KOTA MAKASSAR LOKASI STRATEGIS
162,19/03/2021,https://www.rumah123.com/properti/makassar/hos8051815/,700,Makassar,55,55,2,2,0,0,0,1,2200,none,Rumah Cantik Model Klasik dan Harga Menarik,Coming Soon Cluster The Topaz Summarecon Mutiara Makassar
163,19/03/2021,https://www.rumah123.com/properti/makassar/hos8051249/ ,335,Makassar,86,45,2,1,0,0,0,0,900,SHM,Rumah cantik minimalis villa discovery barombong kota makassar,Tingkatkan Kualitas Hidup Anda Bersama Hunian Berkualitas Villa Discovery Barombong
164,18/03/2021,https://www.rumah123.com/properti/makassar/hos8049677/,3400,Makassar,102,125,3,3,1,1,1,0,2200,HGB,Rumah Mewah Citraland Losari,Rumah Dijual Makassar Rumah 2 lantai
165,18/03/2021,https://www.rumah123.com/properti/makassar/hos8049600/,450,Makassar,96,42,2,1,0,0,1,0,1300,none,Rumah Allysum Tanjung Bunga,Rumah Dijual Makassar
166,18/03/2021,https://www.rumah123.com/properti/makassar/hos8049428/,12598,Makassar,420,294,5,5,0,0,1,0,5500,HGB,Rumah Mewah Citraland Losari di Hoek,Rumah Dijual Makassar Rumah 2 lantai posisi hoek
167,18/03/2021,https://www.rumah123.com/properti/makassar/hos8049335/,9369,Makassar,301,235,5,5,0,0,1,0,5500,HGB,Rumah Mewah Citraland Losari di Hoek,Rumah Dijual Makassar Rumah 2 lantai
168,18/03/2021,https://www.rumah123.com/properti/makassar/hos8049262/,5074,Makassar,144,184,5,4,0,0,1,0,3500,HGB,Rumah Mewah Citraland Losari,Rumah Dijual Makassar Rumah 2 lantai
169,18/03/2021,https://www.rumah123.com/properti/makassar/hos8049186/,6356,Makassar,210,151,5,4,0,0,1,0,2200,HGB,Rumah Mewah Citraland Losari di Hoek,Rumah Dijual Makassar Rumah 2 lantai type Sapphire posisi hoek
170,18/03/2021,https://www.rumah123.com/properti/makassar/hos8047249/,4500,Makassar,144,200,5,4,0,0,0,0,5500,SHM,Rumah Elegant & full perabot,Rumah Dijual Makassar Rumah Cluster Rafflesia Tg Bunga
171,18/03/2021,https://www.rumah123.com/properti/makassar/hos8047242/,980,Makassar,104,180,4,3,0,0,1,0,1300,SHM,Rumah Siap Huni MINASA UPA . Dekat jl. Hertasning baru,Rumah Dijual Makassar dekat jalan Hertasning Baru
172,18/03/2021,https://www.rumah123.com/properti/makassar/hos8046998/,6500,Makassar,450,450,10,6,0,0,1,0,5500,SHM,Rumah Komp. Haji Kalla,Rumah Dijual Makassar Lokasi strategis dekat Kantor Gubernur
173,18/03/2021,https://www.rumah123.com/properti/makassar/hos8046976/,1900,Makassar,144,190,4,4,0,0,1,0,2200,SHM,Rumah Siap Huni Dekat Kampus Umi,Rumah Dijual Makassar Lokasi strategis dekat Kampus Umi
174,18/03/2021,https://www.rumah123.com/properti/makassar/hos8046600/,899,Makassar,90,55,3,2,0,0,1,0,2200,SHM,Rumah 2 Lantai Harga 900 Jutaan Di Kawasan Citraland Tallasa City Makassar,Rumah 2 Lantai Di Kawasan Citraland Tallasa City Makassar
175,18/03/2021,https://www.rumah123.com/properti/makassar/hos8046564/,3750,Makassar,91,221,4,4,1,1,1,1,3300,HGB,Rumah 3 Lantai Siap Huni Posisi Hook Poros Pettarani Makassar,Sisa 1 Unit Hunian 3 Lantai Siap Huni Pusat Kota Makassar Lok. Poros Pettarani
176,18/03/2021,https://www.rumah123.com/properti/makassar/hos8046559/,3640,Makassar,252,267,4,3,1,1,1,1,3500,SHM,Rumah Premium 2 Lantai Kawasab Berkembang Citraland Tallasa City Kota Makassar,"Dikembangkan developer nasional 1 Ciputra, di lahan kota mandiri baru seluas 750 hektar dan dikelilingi oleh *Mall Ciputra, Universitas Binus, Mitra 10, Sekolah Citra Kasih, Waterboom & Club House"
177,18/03/2021,https://www.rumah123.com/properti/makassar/hos8046546/,2906,Makassar,180,220,4,3,1,1,1,1,3300,SHM,Rumah Premium 2 Lantai Di Kawasan Citraland Tallasa City Makassar,Type AMETHYST
178,17/03/2021,https://www.rumah123.com/properti/makassar/hos8045108/,650,Makassar,119,80,2,2,0,0,1,0,1300,SHM,"Rumah di Makassar, jln hertasning Minasa Upa Luas 7 x 17 SIAP HUNI, Bebas banjir",Dipasarkan rmh type 70/119 (7 X 17)
179,17/03/2021,https://www.rumah123.com/properti/makassar/hos8044756/,1900,Makassar,214,68,3,2,0,0,0,0,1300,SHM,Rumah Sudut Rafflesia,Rumah Dijualsewa Makassar Rumah Sudut
180,17/03/2021,https://www.rumah123.com/properti/makassar/hos8044170/,3400,Makassar,102,125,3,3,1,1,1,0,2200,HGB,Rumah Mewah Citraland Losari,Rumah Dijual Makassar Rumah 2 lantai
181,16/03/2021,https://www.rumah123.com/properti/makassar/hos8039424/,990,Makassar,126,105,3,1,0,0,1,0,2200,SHM,Rumah 1 lantai Blossom,Rumah Dijual Makassar pintu dan jendela sudah tralis besi
182,16/03/2021,https://www.rumah123.com/properti/makassar/hos8039490/,2350,Makassar,174,225,5,5,0,0,1,0,1300,SHM,Rumah Cantik,Rumah Dijual Makassar Rumah sudut
183,16/03/2021,https://www.rumah123.com/properti/makassar/hos8039155/,1500,Makassar,125,217,2,2,0,0,0,1,900,SHM,Rumah Barombong,Rumah Dijual Makassar
184,16/03/2021,https://www.rumah123.com/properti/makassar/hos8039401/,950,Makassar,84,84,3,2,0,0,0,0,2200,SHM,Rumah Halmin,Rumah Dijual makassar
185,15/03/2021,https://www.rumah123.com/properti/makassar/hos8033389/,417,Makassar,78,45,2,1,0,0,1,0,1300,HGB,Rumah Baru Minimalis Ville Park,Rumah Dijual Makassar Rumah Baru
186,15/04/2021,https://www.rumah123.com/properti/makassar/hos8034848/,2400,Makassar,126,107,4,3,0,0,0,1,2200,SHM,Sudah Renovasi Rumah new Jasmine Tanjung bunga,Rumah dijual makassar
187,15/03/2021,https://www.rumah123.com/properti/makassar/hos8034546/,2350,Makassar,216,450,5,5,0,0,1,0,1300,SHM,Rumah Cantik,Rumah dijual Makassar Rumah Sudut
188,15/03/2021,https://www.rumah123.com/properti/makassar/hos8032597/,2547,Makassar,198,102,4,3,1,1,1,0,3300,SHM,Rumah 2 Lantai Siap Huni Citraland Celebes Hertasning Makassar,type majesty
189,15/03/2021,https://www.rumah123.com/properti/makassar/hos8037259/,1000,Makassar,128,49,2,2,0,0,0,0,2200,SHM,Rumah murah tengah kota,Araland Residence merupakan perumahan dalam kota yg sangat dekat dekat Pettarani dengan one gate system
190,15/03/2021,https://www.rumah123.com/properti/makassar/hos8034968/,3800,Makassar,609,600,3,1,0,0,0,0,5500,SHM,Gedung dijalan protokol makassar,Gedung pernah disewa bank di jalan Ratulangi Makassar.
191,15/03/2021,https://www.rumah123.com/properti/makassar/hos8034289/,1700,Makassar,194,120,3,3,0,0,0,0,1300,SHM,Rumah sudah Renovasi 1 lantai Tanjung bunga,Rumah Dijual Makassar Amaryllis Calesta
192,14/03/2021,https://www.rumah123.com/properti/makassar/hos8032484/,2023,Makassar,144,162,3,3,1,1,0,0,3300,SHM,Rumah premium 2 lantai kawasan summarecon Makassar claster Jade 1 unit,Rumah Premium Dengan Konsep Classic Timeless di Kawasan Kota Mandiri Summarecon Mutiara Makassar
193,14/03/2021,https://www.rumah123.com/properti/makassar/hos8032474/,2760,Makassar,128,145,3,4,1,1,1,0,3300,SHM,"Rumah mewah 2 lantai  tengah kota Makassar,jalan Monginsidi baru",Segera Dapatkan Hunian Mewah Eksklusif di Jantung Kota Makassar
194,14/03/2021,https://www.rumah123.com/properti/makassar/hos8032472/,858,Makassar,105,100,3,2,0,0,1,0,2200,SHM,Runah 2 Lantai Dekat Bandara dan Poros Perintis Sudiang Makassar,Tipe Primerose
195,14/03/2021,https://www.rumah123.com/properti/makassar/hos8031483/,441,Makassar,72,40,2,1,0,0,1,0,1300,SHM,Rumah minimalis dekat dari bandara Hasanuddin perintis sudiang kota makassar,Rumah siap Huni type 40/72  2 kmr tdur 1 kmr mndi
196,14/03/2021,https://www.rumah123.com/properti/makassar/hos8031399/,2100,Makassar,128,128,3,3,1,1,0,0,3300,SHM,Full renovasi harga miring,Lokasi perumahan elite Makassar dan Gowa jaminan berbagai fasilitas Citra Land City Tun Abdul Razak.
197,13/03/2021,https://www.rumah123.com/properti/makassar/hos8029393/,400,Makassar,84,45,2,1,0,0,1,0,1300,SHM,Rumah Minimalis Haska Borong Graha Tengah Kota Makassar,Dipasarkan Rumah Tengah Kota Makassar Haska Borong Graha Mulai Type 45/84
198,13/03/2021,https://www.rumah123.com/properti/makassar/hos8029351/,9172,Makassar,90,55,2,1,0,0,1,0,2200,SHM,Citraland Tallasa City,Rumah dijual Makassar
199,13/03/2021,https://www.rumah123.com/properti/makassar/hos8029309/,2500,Makassar,240,240,2,2,0,0,0,0,2200,SHM,Rumah Tua,Rumah Dijual Makassar Nego
200,12/3/2021,https://www.rumah123.com/properti/makassar/hos8027666/,587,Makassar,84,70,3,2,0,0,1,0,2200,SHM,"RUMAH 2 LANTAI MURAH di Makassar, dekat BULOG, Kantor Gubernur, MALL NIPAH, Kampus UMI",Rumah 2 lantai murah di makassar
201,12/3/2021,https://www.rumah123.com/properti/makassar/hos8017312/,650,Makassar,104,80,4,3,0,0,0,0,1300,SHM,Rumah Mewah 2 Lantai Harga Promo Lokasi Sudiang,"Rumah Mewah 2 Lantai Harga Promo Lokasi Sudiang
Rumah mewah 2 Lantai lokasi strategis di Sudiang dilengkapi fasilitas security 24 jam,mesjid,taman bermain anak,taman hijau dan jogging area
Segera hubungi nomor kami yang tertera diiklan ini"
202,12/3/2021,https://www.rumah123.com/properti/makassar/hos5603737/,8000,Makassar,400,500,6,5,1,1,2,2,4400,SHM,Rumah MEWAH 6 kamar lengkap dengan perabot di Citraland Makassar,"Rumah MEWAH 6 kamar lengkap dengan perabot di Citraland Makassar
Rumah Mewah 6 kamar ( 4 kamar dengan kamar mandi dalam)
Dapur basah dan dapur bersih, Garasi 2 Mobil, Carport 2 Mobil, saringan air bersih, 2 provider internet, CCTV, Lengkap perabot"
203,11/3/2021,https://www.rumah123.com/properti/makassar/hos8021775/,680,Makassar,108,60,3,2,0,0,1,0,2200,SHM,Rumah murah minimalis siap huni di tengah kota Hertasning rapocini kota Makassar,"Rumah Baru Siap Huni Lokasi Hertasning Makassar

Hunian eksklusif modern di daerah strategis dalam kota makassar, desain mewah dengan perpaduan warna yang elegant. Type 60, luas tanah 6.18 dan hanya di bandrol dengan harga 680

Di wilayah hertasning sangat sulit mendapatkan hunian dengan luas tanah seperti ini, apalagi dalam kondisi baru. tersedia 1 unit lagi!!!

# 7 Menit dari Pettarani
#7 Menit dari kampus UNM
#Dekat dari perkantoran dan Pusat Kota
#Dekat dari pasar tradisonal
#Dekat dari sarana pendidikan, SD, SMP, SMA & Kampus

Kebijakan Developer :
-Tidak termakasud BPHTB, AJB, Balik Nama, PPH dan Notaris
-Tidak termaksud biaya AKAD KREDIT

Info lebih lanjut hub: Ardi Gold property 99. Telp/wa no profil"
204,11/3/2021,https://www.rumah123.com/properti/makassar/hos8021203/,1650,Makassar,153,200,5,4,0,0,0,0,2200,SHM,Rumah Mewah 2 Lantai lokasi pusat kota Makassar jalan Pengayoman,"Hunian mewah lokasi strategis di pengayoman belakang Mall Panakkukang
2 lantai di lengkapi fasilitas security dan mesjid

Akses dekat kemana mana,dekat dari semua fasilitas umum."
205,10/3/2021,https://www.rumah123.com/properti/makassar/hos8018873/,395,Makassar,78,45,2,1,0,0,0,0,900,SHM,rumah cantik minimalis dekat dari kampus Unhas kota Makassar,"Rumah Baru Tengah Kota Makassar

Terletak dilokasi yang paling banyak di incar dalam kota makasaar,
lokasi dekat dengan kampus Unhas.uim.dan STIMIK.

#harga 395jt (CASH). sangat kompetitif tanpa mengurangi kuwalitas bangunan!!!

Tersedia TYPE
Type 45/ 78 1 lantai

tidak perlu ragu, hunian ini dekmbangkan oleh developer terpercaya dan telah banyak membangun perumhan dalam kota. buruan kunjungi lokasi kami sebelum kehabisan. unit terbatas!!!

Info lengkap hub: ARDi Gold99 property. Bisa TLP/wa no profil"
206,10/3/2021,https://www.rumah123.com/properti/makassar/hos8018867/,2000,Makassar,91,60,3,2,0,0,1,0,1300,SHM,Rumah siap Huni dkt Jl. Perintis kemerdekaan,Rumah Dijual Makassar
207,10/3/2021,https://www.rumah123.com/properti/makassar/hos8018684/,1000,Makassar,60,60,3,2,0,0,1,0,1300,SHM,"2 lantai, pusat kota, kawasan elit, modern","Rumah Dijual Makassar Rumah mewah dalam komplek Golden Park, ready stok"
208,10/3/2021,https://www.rumah123.com/properti/makassar/hos8018536/,2000,Makassar,90,150,3,2,0,0,0,1,2200,SHM,"pusat kota, rumah dan lokasi usaha, 3 lantai, siap huni","Rumah 3 lantai Dijual Makassar, Fasilitas: 3 air conditioner, 1 kulkas, Garasi, pam, telpon, wifi indihome 20mbps, water heater, pln 2300watt
Dijual beserta perabot dan alat2 percetakan. Sehingga hanya perlu bawa pakaian dan langsung bisa buka usaha.

2 unit komputer, mesin cetak riso, mesin potong.

harga nego"
209,10/3/2021,https://www.rumah123.com/properti/makassar/hos8018492/,4500,Makassar,300,576,4,3,0,0,1,1,2200,SHM,Rumah Mewah Citraland Celebes,Rumah Dijual Makassar Free Pajak ditanggung penjual
210,9/3/2021,https://www.rumah123.com/properti/makassar/hos8017166/,650,Makassar,90,56,2,1,0,0,1,0,1300,SHM,Rumah murah minimalis siap huni di tengah kota Makassar,"Rumah Siap Huni Dalam Kota & Bebas Banjir

Miliki segera Hunian Cluster Modern lokasi Strategis dekat dari hertasning. saat ini dalam pengembangan tahap 3. Progres 90%. dikembangkan oleh Developer terpercaya dikota makassar/Gowa. Unit terbatas !!!

- 5 menit dari kampus UNM/Unismuh
- 5 menit dari alauddin
- 7 menit dari pettarani
- Dekat dari sarana pendidikan
- Dekat dari pasar tradisional dan Swalayan
- Aman & Nyaman
-One Gate System
-Row jalan 7/8 Meter

Tersedia 4 type

Info lengkap hub: Ardi Gold property99 (TLP/wa no profil)"
211,9/3/2021,https://www.rumah123.com/properti/makassar/hos8013413/,2500,Makassar,240,240,2,2,0,0,0,0,2200,SHM,Rumah Tua sampaing Warkop Haihong,Rumah Dijual Makassar Nego
212,9/3/2021,https://www.rumah123.com/properti/makassar/hos4584021/,4500,Makassar,200,250,4,3,1,1,0,0,2200,SHM,Rumah Jalan Gunung Bromo Tanjung Bunga Makassar,"Rumah Jalan Gunung Bromo Tanjung Bunga Makassar
Rumah Dijual Jalan Gunung Bromo Tanjung Bunga Makassar

LT = 10 x 20
LB = 250 m
KT = 4+1
KM = 3+1
Listrik = 2200 Watt
PAM

Lokasi :
Dekat Sekolah Dian Harapan
Kediaman yang aman dan asri

*Harga Sewaktu waktu dapat berubah tanpa pemberitahuan sebelumnya*

"
213,9/3/2021,https://www.rumah123.com/properti/makassar/hos4630100/,2000,Makassar,176,210,3,2,1,1,0,0,5500,SHM,Rumah Jalan Pengayoman Panakukkang Makassar,"Rumah Jalan Pengayoman Panakukkang Makassar
Listing ini merupakan Verified Listing Rumah123
Tim Rumah123 sudah melakukan pengecekan dokumen, lokasi asli, dan harga sesuai
Silahkan laporkan dan dapatkan kompensasi apabila listingan bukti tidak sesuai
Pasti Aman, Harga Sesuai, Respon cepat!

Rumah dijual di Komp. Mawar Blok E Panakukkang Makassar
LT : 176 m2 (11x15)
LB : 2 lantai hampir full
KT = 3+1
KM = 2+1
Listrik 5500 W.
AC = 3 unit
SHM.
PAM
Lokasi sangat dekat dengan Mall Panakukkang
"
214,8/3/2021,https://www.rumah123.com/properti/makassar/hos8010133/,4500,Makassar,144,200,4,4,1,0,1,0,5500,SHM,R A Full Furnish,"Rumah Dijual Makassar Full Furnish, 6 unit AC, Instalasi CCTV"
215,8/3/2021,https://www.rumah123.com/properti/makassar/hos8010095/,2500,Makassar,144,288,2,2,1,1,0,0,1300,SHM,Rumah siap huni Rafflesia,"Rumah Dijual Makassar Siap Huni, Terawat
"
216,8/3/2021,https://www.rumah123.com/properti/makassar/hos8010017/,1000,Makassar,126,112,3,2,0,0,0,0,2200,SHM,Rumah Amaryllis,"Rumah Dijual Makassar Dengan Perabot
Dekat Trans Studio Mall
Dekat RS SILOAM"
217,8/3/2021,https://www.rumah123.com/properti/makassar/hos8009003/,535,Makassar,72,70,3,2,0,0,0,0,0,SHM,Rumah Minimalis 3 kamar belakang Polda perintis kota Makassar,"Rumah Minimalis 3 kamar belakang Polda perintis kota Makassar
Dipasarkan rumah 2 lantai harga murah kualitas premium,

Lokasi strategis
-dekat bandara hasanuddin
-mall daya
-unhas
-akses tol
Type 70/72,
2 lantai
3 kamar dan 2 kamar mandi

Segera kunjungi lokasi kami sebelum kehabisan

Unit terbatas hub
Bisa TLP/wa No profil

"
218,8/3/2021,https://www.rumah123.com/properti/makassar/hos8009566/,850,Makassar,95,80,3,2,0,0,1,0,2200,SHM,Rumah mewah minimalis TYPE 80 dekat dari Mall Panakukkang kota Makassar,"Rumah minimalis Harga Murah Citra Hertasning Makassar Di Lokasi yang Mudah Dijangkau

#Hanya 3 unit dengan TYPE
-TYpe 80/( 6,5x14,5)
-Hrga 850
-Inden 12 bulan
-3 kmr tdur 2 kmr mndi
-Rumah 2 lantai

#kelebihan yang ditawarkan :
-Desain elegant & modern
-Spesifikasi bangunan kelas 1
-Struktur bangunan mengusung konsep rumah tumbuh (3 lantai )
-Lokasi hanya 100 mter dari poros heetasning
-Lingkungan aman & nyaman
-Dekat dari pusat kuliner, Mall, Swalayan, dan juga dekat Sarana Pendidikan

Info lengkap hub: ARDi Gold99 property (Bisa TLP/wa no profil)"
219,8/3/2021,https://www.rumah123.com/properti/makassar/hos8009429/,900,Makassar,120,80,2,2,0,0,1,0,2200,SHM,Rumah Asri Clove,Rumah Dijualsewa Makassar Siap Huni
220,5/3/2021,https://www.rumah123.com/properti/makassar/hos3913159/,455,Makassar,72,45,2,1,0,0,0,1,1300,SHM,Hunian exclusive ditengah kota Makassar,"Hunian exclusive ditengah kota Makassar
Cluster cantik rumah minimalis modern lokasi sangat strategis di tamangapa antang yang merupakan tembusan hertasning baru.

Cluster yang dilengkapi CCTV, security 24 jam, one gate system
Dekat dari sekolah SD sampai SMU, kampus,rumah sakit, pusat perbelanjaan, dan hanya 15 menit dari mall panakkukang.

Free : Pagar,kanopy, tandon air, mesin air Free : biaya balik nama dan pajak
Free : biaya kpr
Cukup siapkan Dp saja
Rumah sudah lengkap dapur.

"
